**Visual acuity**	Snellen chart	สรุปpys506-exam-all-topics
**Pinhole test**	ใช้เมื่อ VA แย่กว่า 20/30	สรุปpys506-exam-all-topics
**Pupil light reflex**	Direct=ipsilateral (**CN II**), Consensual=contralateral (**CN III**)	สรุปpys506-exam-all-topics
**EOM**	มองตาม 6 ทิศ	สรุปpys506-exam-all-topics
**Visual field**	Confrontation test	สรุปpys506-exam-all-topics
Whispering test	ยืนห่าง **2 ฟุต** กระซิบ	สรุปpys506-exam-all-topics
**Weber test**	Tuning fork (512/256 Hz) วางกลางศีรษะ	สรุปpys506-exam-all-topics
**Rinne test**	เทียบ AC vs BC ข้างเดียวกัน	สรุปpys506-exam-all-topics
Petechia / Purpura / Ecchymosis	1–3 mm / 3–10 mm / ใหญ่กว่า Purpura (เล็ก→ใหญ่)	สรุปpys506-exam-all-topics
Papule / Nodule / Tumor	Papule <0.5 cm, Nodule >0.5 cm (ลึกถึงไขมัน), Tumor >2 cm	สรุปpys506-exam-all-topics
Macule / Patch	Patch = Macule ขนาด >1 cm (ต่างแค่ขนาด)	สรุปpys506-exam-all-topics
Vesicle / Bulla	ตัดที่ 0.5 cm (Bulla ใหญ่กว่า)	สรุปpys506-exam-all-topics
Erosion / Ulcer	Erosion ตื้น (epidermis); Ulcer ลึกถึง dermis/ไขมัน	สรุปpys506-exam-all-topics
Normal	1:2	สรุปpys506-exam-all-topics
**Barrel chest (อกถัง)**	~1:1	สรุปpys506-exam-all-topics
**Funnel chest (Pectus excavatum)**	AP ลดลง บุ๋มที่ sternum ล่าง	สรุปpys506-exam-all-topics
**Pigeon chest (Pectus carinatum)**	AP กว้างขึ้น sternum โป่ง	สรุปpys506-exam-all-topics
Tachypnea	>24	สรุปpys506-exam-all-topics
Hyperventilation	>24	สรุปpys506-exam-all-topics
Bradypnea	<10	สรุปpys506-exam-all-topics
Hypoventilation	<10	สรุปpys506-exam-all-topics
Cheyne-Stokes	variable	สรุปpys506-exam-all-topics
Kussmaul	ปกติ/ช้า/เร็ว	สรุปpys506-exam-all-topics
Orthopnea	-	สรุปpys506-exam-all-topics
Dyspnea	-	สรุปpys506-exam-all-topics
Sighing respiration	-	สรุปpys506-exam-all-topics
Stridor	Dry	สรุปpys506-exam-all-topics
Rhonchi	Dry	สรุปpys506-exam-all-topics
Pleural friction rub	Dry	สรุปpys506-exam-all-topics
Rales (fine/medium/coarse)	Moist	สรุปpys506-exam-all-topics
Wheezing	-	สรุปpys506-exam-all-topics
Aortic	Systolic, ร้าวไปคอ	สรุปpys506-exam-all-topics
Mitral	Diastolic + **opening snap**, Apex	สรุปpys506-exam-all-topics
Pulmonic	Systolic	สรุปpys506-exam-all-topics
Tricuspid	Diastolic	สรุปpys506-exam-all-topics
Adventitious sounds	Dry vs Moist และช่วงที่ได้ยิน	สรุปpys506-exam-all-topics
Inspection	Skin, Contour, Symmetry, Umbilicus, Peristalsis, Pulsation	สรุปpys506-exam-all-topics
**Auscultation**	Bowel sound	สรุปpys506-exam-all-topics
Percussion	ลม/ก้อน/ขนาดอวัยวะ	สรุปpys506-exam-all-topics
Palpation	ถามก่อนว่าเจ็บตรงไหน; **คลำจุดที่ปวดเป็นลำดับสุดท้าย**	สรุปpys506-exam-all-topics
Visceral	ขอบเขตไม่ชัด intermittent เป็นๆหายๆ	สรุปpys506-exam-all-topics
Parietal	ปวดตื้อๆ แย่ลงเมื่อคลำ/ไอ/จาม (ระคายเคือง peritoneum)	สรุปpys506-exam-all-topics
Referred	ปวดตำแหน่งอื่นห่างจากจุดกำเนิด (เช่น ไหล่ขวา จาก Gallbladder/Liver)	สรุปpys506-exam-all-topics
I	Olfactory	สรุปpys506-exam-all-topics
II	Optic	สรุปpys506-exam-all-topics
III	Oculomotor	สรุปpys506-exam-all-topics
IV	Trochlear	สรุปpys506-exam-all-topics
V	Trigeminal	สรุปpys506-exam-all-topics
VI	Abducens	สรุปpys506-exam-all-topics
VII	Facial	สรุปpys506-exam-all-topics
VIII	Acoustic	สรุปpys506-exam-all-topics
IX	Glossopharyngeal	สรุปpys506-exam-all-topics
X	Vagus	สรุปpys506-exam-all-topics
XI	Spinal accessory	สรุปpys506-exam-all-topics
XII	Hypoglossal	สรุปpys506-exam-all-topics
0	ไม่มีรีเฟล็กซ์	สรุปpys506-exam-all-topics
1+	น้อยกว่าปกติ	สรุปpys506-exam-all-topics
2+	ปกติ	สรุปpys506-exam-all-topics
3+	ไว	สรุปpys506-exam-all-topics
4+	ไวมากกว่าปกติ	สรุปpys506-exam-all-topics
0	เคลื่อนไหวไม่ได้เลย	สรุปpys506-exam-all-topics
1	เห็นการเคลื่อนไหวเล็กน้อย	สรุปpys506-exam-all-topics
2	เคลื่อนไหวแนวราบได้ ต้านแรงโน้มถ่วงไม่ได้	สรุปpys506-exam-all-topics
3	ต้านแรงโน้มถ่วงได้ แต่ต้านแรงผู้ตรวจไม่ได้	สรุปpys506-exam-all-topics
4	ต้านแรงผู้ตรวจได้ไม่เต็มที่	สรุปpys506-exam-all-topics
5	ปกติ ต้านแรงผู้ตรวจได้เต็มที่	สรุปpys506-exam-all-topics
Hemoglobin	< 7-8 g/dL	สรุปpys506-exam-all-topics
Platelet	< 50,000/mm³	สรุปpys506-exam-all-topics
INR (ไม่ใช้ยา)	> 1.5	สรุปpys506-exam-all-topics
Potassium	< 3.0 หรือ > 6.0 mEq/L	สรุปpys506-exam-all-topics
Creatinine	> 2.5 mg/dL	สรุปpys506-exam-all-topics
Glucose (FBS)	> 300 mg/dL	สรุปpys506-exam-all-topics
Correct	ถูกต้อง เป็นจริง ต่อเนื่อง ไม่มีอคติส่วนตัว	สรุปpys506-exam-all-topics
Complete	ครบถ้วนทุกมิติ (กาย จิตใจ อารมณ์ สังคม)	สรุปpys506-exam-all-topics
Clear	ชัดเจน อ่านง่าย ใช้อักษรย่อสากล	สรุปpys506-exam-all-topics
Concise	กระชับ ตรงประเด็น	สรุปpys506-exam-all-topics
**S**ign	ลงนามผู้บันทึก บันทึกทันทีหลังให้การพยาบาล	สรุปpys506-exam-all-topics
